"","pkg","pub_date"
"3348","copula","2005-07-26"
"3349","Copula.Markov","2015-03-23"
"3350","Copula.Markov.survival","2019-09-20"
"3351","Copula.surv","2018-12-03"
"3352","copulaboost","2022-08-23"
"3353","CopulaCenR","2019-03-04"
"3354","copulaData","2017-10-16"
"3355","CopulaGAMM","2023-05-05"
"3356","CopulaInference","2023-04-21"
"3357","copulareg","2021-02-22"
"3358","CopulaREMADA","2015-02-23"
"3359","copulaSim","2022-08-19"
"3360","copyseparator","2022-05-24"
"3361","COR","2021-12-06"
"3362","cora","2020-10-13"
"3363","coRanking","2016-09-16"
"3364","corazon","2020-06-28"
"3365","CorBin","2019-08-08"
"3366","corbouli","2024-09-12"
"3367","corclass","2016-01-20"
"3368","cord","2015-09-20"
"3369","cordillera","2017-07-25"
"3370","CORE","2013-06-21"
"3371","coreCollection","2022-12-20"
"3372","coreCT","2017-08-14"
"3373","corehunter","2016-10-04"
"3374","CORElearn","2009-09-20"
"3375","corella","2025-03-24"
"3376","corels","2020-06-05"
"3377","CoreMicrobiomeR","2024-04-03"
"3378","coreNLP","2015-06-03"
"3379","coreSim","2016-12-09"
"3380","corHMM","2013-05-13"
"3381","corkscrew","2015-10-31"
"3382","corlink","2016-10-20"
"3383","CorMID","2022-03-30"
"3384","corncob","2021-03-11"
"3385","cornet","2019-03-21"
"3386","coro","2020-12-09"
"3387","coroICA","2018-12-30"
"3388","corona","2020-09-23"
"3389","coronavirus","2020-02-23"
"3390","corpcor","2005-08-20"
"3391","corpmetrics","2024-09-11"
"3392","corpora","2009-02-25"
"3393","corporaexplorer","2019-09-09"
"3394","CoRpower","2018-10-07"
"3395","corpustools","2017-12-13"
"3396","corr2D","2016-06-06"
"3397","CorrBin","2012-10-29"
"3398","corrDNA","2018-04-05"
"3399","correctedAUC","2016-06-29"
"3400","CorrectedFDR","2018-02-14"
"3401","CorrectOverloadedPeaks","2016-07-22"
"3402","correctR","2022-12-19"
"3403","correlatio","2025-02-18"
"3404","correlation","2020-03-16"
"3405","correlationfunnel","2019-08-06"
"3406","correlationr","2025-04-10"
"3407","correlbinom","2017-07-06"
"3408","Correlplot","2013-10-13"
"3409","correspondenceTables","2022-09-27"
"3410","corrfuns","2023-10-27"
"3411","corrgram","2006-12-01"
"3412","corrMCT","2024-07-28"
"3413","corrmeta","2024-03-08"
"3414","CorrMixed","2015-04-29"
"3415","corrplot","2010-04-10"
"3416","corrr","2016-07-08"
"3417","corrRF","2025-03-20"
"3418","corrsieve","2010-08-01"
"3419","corrtable","2022-09-12"
"3420","CorrToolBox","2016-07-20"
"3421","corrViz","2023-06-30"
"3422","corset","2017-03-24"
"3423","corTest","2018-06-14"
"3424","corTESTsrd","2022-08-14"
"3425","corto","2019-10-30"
"3426","corx","2019-10-24"
"3427","cosa","2018-02-06"
"3428","cosimmr","2024-05-28"
"3429","cosinor","2014-07-25"
"3430","cosinor2","2017-08-21"
"3431","cosmicsig","2021-12-20"
"3432","cosmoFns","2012-07-06"
"3433","CoSMoS","2019-04-11"
"3434","cosso","2010-12-13"
"3435","cossonet","2025-03-13"
"3436","COST","2019-01-04"
"3437","costat","2010-08-31"
"3438","costsensitive","2019-03-03"
"3439","CoTiMA","2021-03-11"
"3440","cotram","2019-08-19"
"3441","cotrend","2018-03-19"
"3442","COUNT","2010-09-12"
"3443","countcolors","2018-11-02"
"3444","countdata","2021-01-27"
"3445","countDM","2023-05-25"
"3446","countdown","2022-08-16"
"3447","Counterfactual","2016-09-21"
"3448","counterfactuals","2023-02-13"
"3449","Counternull","2021-12-17"
"3450","countfitteR","2019-02-03"
"3451","countgmifs","2018-07-10"
"3452","countHMM","2019-04-24"
"3453","countland","2022-08-17"
"3454","countprop","2023-08-18"
"3455","Countr","2016-03-23"
"3456","countries","2023-09-01"
"3457","countrycode","2009-06-03"
"3458","CountsEPPM","2013-05-01"
"3459","countsplit","2023-08-24"
"3460","countSTAR","2023-04-10"
"3461","countToFPKM","2019-04-07"
"3462","countTransformers","2019-02-22"
"3463","countts","2023-11-29"
"3464","coursekata","2023-10-12"
"3465","covadap","2023-12-06"
"3466","covafillr","2016-02-23"
"3467","covalchemy","2024-11-21"
"3468","covatest","2017-04-27"
"3469","covBM","2015-10-14"
"3470","CovCombR","2020-01-18"
"3471","CovCorTest","2025-06-06"
"3472","covdepGE","2022-08-24"
"3473","coveffectsplot","2018-11-26"
"3474","covequal","2017-10-14"
"3475","COveR","2017-11-06"
"3476","coveR2","2023-10-17"
"3477","covfefe","2017-06-06"
"3478","covglasso","2020-02-08"
"3479","COVID19","2020-03-31"
"3480","covid19.analytics","2020-04-13"
"3481","covid19dbcand","2020-06-25"
"3482","covid19france","2020-04-14"
"3483","covid19india","2021-07-21"
"3484","covid19italy","2020-03-20"
"3485","covid19sf","2020-11-19"
"3486","covid19srilanka","2021-12-16"
"3487","covid19swiss","2020-09-18"
"3488","covid19tunisia","2024-01-08"
"3489","covid19us","2020-03-23"
"3490","covidcast","2021-05-04"
"3491","COVIDIBGE","2020-12-16"
"3492","CovidMutations","2020-09-18"
"3493","covidmx","2022-10-19"
"3494","covidnor","2023-05-26"
"3495","covidprobability","2021-02-11"
"3496","covidsymptom","2021-03-18"
"3497","covKCD","2022-08-13"
"3498","covr","2015-05-20"
"3499","covRobust","2012-10-29"
"3500","CovSel","2013-09-25"
"3501","covsep","2016-01-28"
"3502","covsim","2020-05-12"
"3503","covTestR","2017-11-22"
"3504","CovTools","2017-10-16"
"3505","covtracer","2024-07-08"
"3506","cowbell","2017-05-05"
"3507","cowplot","2015-06-03"
"3508","cowsay","2015-10-13"
"3509","CoxAIPW","2023-02-08"
"3510","CoxBcv","2022-03-09"
"3511","coxed","2018-06-14"
"3512","coxerr","2023-06-26"
"3513","CoxICPen","2021-02-17"
"3514","coxme","2009-09-20"
"3515","Coxmos","2024-03-12"
"3516","coxphf","2007-04-11"
"3517","coxphm","2024-09-23"
"3518","coxphSGD","2017-07-05"
"3519","coxphw","2008-05-25"
"3520","CoxPlus","2015-09-05"
"3521","CoxR2","2020-03-19"
"3522","coxrobust","2006-03-15"
"3523","coxrt","2018-10-07"
"3524","coxsei","2015-02-24"
"3525","CP","2014-10-13"
"3526","cp4p","2015-05-13"
"3527","cpa","2013-10-12"
"3528","cpam","2025-03-13"
"3529","CPAT","2018-12-25"
"3530","CPBayes","2017-01-23"
"3531","CPC","2022-06-01"
"3532","CPCAT","2024-07-02"
"3533","cPCG","2019-01-11"
"3534","cpd","2019-06-07"
"3535","CPE","2008-01-09"
"3536","cpfa","2022-03-09"
"3537","CpGassoc","2012-05-22"
"3538","CpGFilter","2014-11-06"
"3539","cpgfR","2025-06-18"
"3540","CPGLIB","2021-05-10"
"3541","cpi","2022-03-03"
"3542","cplm","2011-08-08"
"3543","cplots","2019-04-05"
"3544","cpm","2012-02-06"
"3545","cpmBigData","2023-02-13"
"3546","CPMCGLM","2012-03-29"
"3547","CpmERCCutoff","2022-09-13"
"3548","cpmr","2024-03-14"
"3549","CPNCoverageAnalysis","2021-09-09"
"3550","cpop","2022-03-11"
"3551","CPoptim","2024-07-12"
"3552","CPP","2018-05-11"
"3553","cpp11","2020-07-10"
"3554","cpp11armadillo","2024-05-14"
"3555","cpp11bigwig","2025-01-07"
"3556","cpp11eigen","2024-09-04"
"3557","cpp11qpdf","2024-12-19"
"3558","cppcheckR","2022-06-10"
"3559","cppdoubles","2023-11-08"
"3560","cppRouting","2019-06-21"
"3561","cpr","2017-03-07"
"3562","cprobit","2020-05-27"
"3563","cprr","2017-09-07"
"3564","cPseudoMaRg","2021-07-08"
"3565","cpsR","2021-10-27"
"3566","cpss","2020-11-23"
"3567","CPsurv","2017-03-04"
"3568","cpsurvsim","2019-06-03"
"3569","cpsvote","2020-11-05"
"3570","cpt","2017-03-02"
"3571","cptcity","2018-02-27"
"3572","CptNonPar","2023-06-13"
"3573","cqrReg","2014-11-27"
"3574","cquad","2015-01-05"
"3575","CR2","2022-05-21"
"3576","CRABS","2022-06-20"
"3577","cragg","2021-01-08"
"3578","cramer","2001-04-12"
"3579","cramR","2025-05-14"
"3580","crandep","2020-05-16"
"3581","crane","2025-02-24"
"3582","crank","2008-01-15"
"3583","cranlike","2017-04-27"
"3584","cranlogs","2015-05-07"
"3585","cranly","2018-03-28"
"3586","CRANsearcher","2017-06-26"
"3587","crassmat","2019-07-02"
"3588","crawl","2009-01-09"
"3589","crayon","2014-09-23"
"3590","crayons","2023-03-23"
"3591","crc32c","2023-05-08"
"3592","crch","2013-10-22"
"3593","crctStepdown","2021-08-03"
"3594","CRE","2022-10-18"
"3595","CREAM","2017-10-27"
"3596","createLogicalPCM","2023-01-06"
"3597","credentials","2019-03-05"
"3598","CRediTas","2023-04-13"
"3599","creditmodel","2019-04-28"
"3600","creditr","2015-08-12"
"3601","CreditRisk","2017-09-12"
"3602","CREDS","2022-07-01"
"3603","credsubs","2019-01-29"
"3604","credule","2015-07-27"
"3605","creepyalien","2025-01-07"
"3606","crew","2023-03-21"
"3607","crew.aws.batch","2023-12-13"
"3608","crew.cluster","2023-04-25"
"3609","cricketdata","2022-02-07"
"3610","cricketr","2015-12-30"
"3611","crimCV","2011-07-26"
"3612","crimedata","2018-10-28"
"3613","crimedatasets","2024-12-02"
"3614","crimeutils","2020-09-15"
"3615","crisp","2017-01-05"
"3616","crispRdesignR","2020-05-26"
"3617","criticality","2022-02-01"
"3618","criticalpath","2021-02-05"
"3619","critpath","2021-04-22"
"3620","crm12Comb","2024-05-02"
"3621","CRMetrics","2022-11-30"
"3622","crmn","2009-11-30"
"3623","crmPack","2015-11-12"
"3624","crmReg","2020-03-31"
"3625","crochet","2017-05-06"
"3626","cromwellDashboard","2018-08-02"
"3627","Cronbach","2020-11-18"
"3628","crone","2019-07-27"
"3629","cronologia","2021-02-07"
"3630","crop","2015-10-19"
"3631","CropBreeding","2024-12-11"
"3632","cropcircles","2022-09-14"
"3633","cropdatape","2017-03-02"
"3634","cropDemand","2021-01-22"
"3635","cropgrowdays","2021-06-21"
"3636","crops","2021-11-04"
"3637","CropScapeR","2020-06-29"
"3638","CropWaterBalance","2024-04-18"
"3639","cropZoning","2021-01-25"
"3640","CrossCarry","2023-04-11"
"3641","CrossClustering","2016-03-29"
"3642","crossdes","2004-05-18"
"3643","crosshap","2023-04-12"
"3644","crosslag","2024-05-17"
"3645","crossmap","2020-09-10"
"3646","crossmatch","2010-10-23"
"3647","crossnma","2022-04-15"
"3648","Crossover","2014-08-27"
"3649","crossrun","2018-10-08"
"3650","crosstable","2021-03-08"
"3651","Crosstabs.Loglinear","2022-12-12"
"3652","crosstalk","2016-12-21"
"3653","crosstalkr","2021-08-16"
"3654","crossurr","2022-10-21"
"3655","crossval","2014-03-31"
"3656","CrossValidate","2017-07-28"
"3657","crossvalidationCP","2021-12-06"
"3658","crosswalkr","2017-10-17"
"3659","crov","2018-11-02"
"3660","crqa","2013-11-12"
"3661","crrcbcv","2021-11-02"
"3662","crrSC","2011-03-09"
"3663","crrstep","2012-05-04"
"3664","crs","2011-06-09"
"3665","crseEventStudy","2018-11-15"
"3666","crsmeta","2020-02-20"
"3667","crsnls","2016-04-11"
"3668","crso","2019-07-07"
"3669","crsuggest","2021-05-15"
"3670","crt2power","2024-06-20"
"3671","CRTConjoint","2022-06-09"
"3672","CRTgeeDR","2016-01-16"
"3673","CRTSize","2011-02-03"
"3674","CRTspat","2023-10-16"
"3675","crul","2016-11-09"
"3676","crumble","2024-09-18"
"3677","crunch","2015-04-04"
"3678","cruts","2015-07-11"
"3679","crwbmetareg","2023-10-19"
"3680","CRWRM","2019-04-27"
"3681","crypto2","2021-06-24"
"3682","cryptography","2023-07-08"
"3683","cryptoQuotes","2023-12-13"
"3684","cryptorng","2024-04-28"
"3685","cryptotrackr","2023-12-07"
"3686","cryptoverse","2022-02-08"
"3687","cryptowatchR","2021-05-25"
"3688","CryptRndTest","2015-06-16"
"3689","cryst","2016-10-18"
"3690","csa","2020-05-16"
"3691","csalert","2023-06-15"
"3692","csampling","2009-09-24"
"3693","CsChange","2017-12-05"
"3694","csci","2020-12-07"
"3695","CSclone","2016-11-12"
"3696","CSCNet","2022-08-16"
"3697","csdata","2022-11-23"
"3698","cSEM","2020-01-13"
"3699","CSeqpat","2017-03-20"
"3700","CSeQTL","2025-03-06"
"3701","CSESA","2018-06-15"
"3702","CSGo","2021-03-19"
"3703","cshapes","2009-08-13"
"3704","CSHShydRology","2022-03-14"
"3705","csmaps","2022-12-14"
"3706","CSMES","2020-02-22"
"3707","csmGmm","2024-12-03"
"3708","csmpv","2024-01-10"
"3709","csn","2014-06-21"
"3710","csodata","2019-12-18"
"3711","cspec","2020-06-29"
"3712","cspp","2020-10-27"
"3713","csppData","2020-12-17"
"3714","csquares","2024-06-24"
"3715","csranks","2023-03-22"
"3716","cssTools","2016-06-15"
"3717","cstab","2017-07-04"
"3718","CSTE","2021-09-07"
"3719","cstidy","2023-05-24"
"3720","cstime","2022-12-05"
"3721","csurvey","2021-05-17"
"3722","csutil","2022-11-23"
"3723","csv","2017-02-18"
"3724","csvread","2014-06-25"
"3725","csvwr","2021-06-14"
"3726","csvy","2016-07-29"
"3727","ctablerseh","2025-02-19"
"3728","CTAShiny","2019-04-13"
"3729","ctbi","2022-03-09"
"3730","CTD","2020-10-16"
"3731","ctf","2021-07-07"
"3732","ctgdist","2020-08-10"
"3733","ctgt","2020-03-08"
"3734","cthist","2021-11-30"
"3735","cthreshER","2016-11-10"
"3736","ctl","2016-09-20"
"3737","ctmcd","2016-08-16"
"3738","ctmcmove","2015-10-14"
"3739","cTMed","2024-10-21"
"3740","ctmle","2017-11-10"
"3741","ctmm","2015-07-31"
"3742","ctmva","2022-08-18"
"3743","CTNote","2022-10-03"
"3744","cTOST","2024-01-31"
"3745","ctqr","2016-08-20"
"3746","ctrdata","2019-03-12"
"3747","ctrialsgov","2021-10-18"
"3748","CTRing","2024-09-10"
"3749","ctrlGene","2018-09-30"
"3750","ctsem","2015-08-10"
"3751","ctsemOMX","2020-07-07"
"3752","ctsfeatures","2023-02-20"
"3753","CTShiny","2019-05-03"
"3754","CTShiny2","2020-08-26"
"3755","ctsmTMB","2025-04-08"
"3756","CTT","2008-09-03"
"3757","CTTinShiny","2018-09-03"
"3758","CTTShiny","2015-08-06"
"3759","CTTvis","2024-11-21"
"3760","ctv","2005-03-07"
"3761","CTxCC","2024-10-25"
"3762","ctxR","2024-07-04"
"3763","ctypesio","2024-10-16"
"3764","cuadramelo","2024-10-10"
"3765","CUB","2015-11-07"
"3766","cubar","2023-07-17"
"3767","cubature","2009-12-20"
"3768","cubble","2022-04-22"
"3769","cubelyr","2020-02-29"
"3770","cubeview","2019-03-15"
"3771","cubfits","2014-05-19"
"3772","cubicBsplines","2021-07-13"
"3773","cubing","2017-12-04"
"3774","Cubist","2011-04-27"
"3775","cucumber","2024-03-14"
"3776","CUFF","2016-03-25"
"3777","cultevo","2018-04-24"
"3778","CUMP","2013-03-14"
"3779","cumprinc","2022-11-30"
"3780","cumulcalib","2024-06-13"
"3781","cumulocityr","2019-10-20"
"3782","cuperdec","2021-04-07"
"3783","cuRe","2020-01-13"
"3784","CureAuxSP","2024-02-28"
"3785","CureDepCens","2023-06-27"
"3786","curephEM","2020-11-03"
"3787","cureplots","2023-08-15"
"3788","curesurv","2024-09-17"
"3789","curl","2014-11-20"
"3790","currencyapi","2023-05-08"
"3791","currentSurvival","2013-01-19"
"3792","CurricularAnalytics","2024-05-29"
"3793","currr","2023-02-14"
"3794","curry","2016-09-28"
"3795","cursr","2021-01-11"
"3796","curstatCI","2017-07-25"
"3797","curtailment","2021-08-05"
"3798","curvecomp","2017-09-19"
"3799","curveDepth","2019-01-08"
"3800","curvHDR","2010-11-17"
"3801","curvir","2023-11-24"
"3802","cusp","2009-11-06"
"3803","custom.gauss.quad","2022-11-16"
"3804","CustomDerivative","2023-09-29"
"3805","CustomerScoringMetrics","2018-04-06"
"3806","customiser","2024-06-24"
"3807","customizedTraining","2016-02-12"
"3808","CustosAscensor","2020-07-01"
"3809","cusum","2018-11-18"
"3810","cusumcharter","2021-11-15"
"3811","CUSUMdesign","2015-10-31"
"3812","cutoff","2019-12-20"
"3813","CUtools","2025-02-07"
"3814","cutpoint","2025-05-09"
"3815","cutpointr","2018-03-21"
"3816","CutpointsOEHR","2018-09-20"
"3817","cv","2023-10-31"
"3818","cvap","2021-11-08"
"3819","cvar","2018-04-09"
"3820","cvasi","2024-05-02"
"3821","cvAUC","2013-01-15"
"3822","cvCovEst","2021-02-14"
"3823","cvcrand","2017-11-28"
"3824","CVD","2014-02-17"
"3825","cvdprevent","2024-10-16"
"3826","cvequality","2016-12-27"
"3827","cvGEE","2019-07-23"
"3828","CVglasso","2018-06-04"
"3829","cvLM","2024-08-01"
"3830","cvmaPLFAM","2023-06-09"
"3831","cvmdisc","2019-11-04"
"3832","cvmgof","2018-12-03"
"3833","CvmortalityMult","2024-03-27"
"3834","cvms","2019-07-02"
"3835","CVrisk","2020-10-27"
"3836","cvsem","2022-08-13"
"3837","CVST","2012-11-09"
"3838","CVThresh","2006-03-13"
"3839","cvTools","2011-12-07"
"3840","cvwrapr","2021-06-11"
"3841","CVXR","2017-11-20"
"3842","cwot","2022-09-23"
"3843","CWT","2024-05-28"
"3844","cxr","2021-04-16"
"3845","cxxfunplus","2022-06-24"
"3846","cyclestreets","2018-05-03"
"3847","cyclocomp","2016-02-20"
"3848","cycloids","2023-04-30"
"3849","cyclomort","2020-08-20"
"3850","Cyclops","2016-08-01"
"3851","cyclotomic","2023-04-18"
"3852","cyjShiny","2022-01-20"
"3853","cylcop","2021-08-06"
"3854","cymruservices","2015-07-23"
"3855","cyphr","2019-03-23"
"3856","cystiSim","2016-05-15"
"3857","CytobankAPI","2017-01-12"
"3858","cytofan","2018-07-30"
"3859","cytometree","2017-06-26"
"3860","cytominer","2017-09-17"
"3861","CytoProfile","2025-04-03"
"3862","CytOpT","2022-02-07"
"3863","CytoSimplex","2023-12-13"
"3864","czechrates","2020-06-03"
"3865","czso","2020-04-07"
"3866","D2MCS","2021-05-07"
"3867","D3GB","2017-04-11"
"3868","D3mirt","2023-04-28"
"3869","d3Network","2013-07-26"
"3870","D3partitionR","2016-10-01"
"3871","d3plus","2017-09-25"
"3872","d3po","2021-09-23"
"3873","d3r","2016-10-14"
"3874","d3Tree","2017-04-02"
"3875","d4storagehub4R","2021-11-30"
"3876","D4TAlink.light","2022-08-26"
"3877","DA","2021-07-12"
"3878","DAAG","2005-08-05"
"3879","DAAGbio","2007-03-30"
"3880","daarem","2018-08-06"
"3881","dabestr","2018-11-19"
"3882","dabr","2020-11-05"
"3883","dacc","2023-09-10"
"3884","DACF","2018-02-06"
"3885","dad","2015-11-05"
"3886","dadjoke","2020-10-13"
"3887","dadjokeapi","2021-03-01"
"3888","dados","2022-02-24"
"3889","dae","2010-02-05"
"3890","daewr","2012-11-17"
"3891","daff","2015-02-23"
"3892","dafishr","2022-12-06"
"3893","dafs","2010-07-29"
"3894","dagirlite","2021-09-14"
"3895","dagitty","2016-03-23"
"3896","dagR","2010-02-24"
"3897","dagwood","2021-11-29"
"3898","dail","2022-01-10"
"3899","DAIME","2019-03-24"
"3900","daiquiri","2022-11-11"
"3901","daiR","2021-06-11"
"3902","DAISIE","2015-06-03"
"3903","DAISIEprep","2023-04-25"
"3904","DAKS","2009-02-26"
"3905","DALEX","2018-02-28"
"3906","DALEXtra","2019-09-19"
"3907","DALSM","2023-10-02"
"3908","daltoolbox","2023-06-30"
"3909","daltoolboxdp","2024-03-27"
"3910","DALY","2011-03-24"
"3911","dam","2016-06-09"
"3912","DamageDetective","2025-04-03"
"3913","damAOI","2024-02-07"
"3914","DamiaNN","2016-09-14"
"3915","DAMOCLES","2014-10-29"
"3916","dampack","2021-03-18"
"3917","damr","2018-05-15"
"3918","dams","2014-05-05"
"3919","DandEFA","2012-02-02"
"3920","dang","2019-02-21"
"3921","dani","2019-05-03"
"3922","DanielBiostatistics10th","2022-05-03"
"3923","dann","2019-12-10"
"3924","danstat","2020-02-06"
"3925","dapper","2024-07-09"
"3926","daqapo","2020-04-08"
"3927","DArand","2021-09-27"
"3928","Dark","2015-05-18"
"3929","DarkDiv","2019-04-27"
"3930","darksky","2016-09-22"
"3931","dartR","2017-06-23"
"3932","dartR.base","2023-08-12"
"3933","dartR.captive","2023-11-27"
"3934","dartR.data","2022-11-16"
"3935","dartR.popgen","2023-11-21"
"3936","dartR.sexlinked","2024-06-24"
"3937","dartR.sim","2023-11-20"
"3938","dartR.spatial","2023-08-17"
"3939","dartRverse","2023-08-22"
"3940","DasGuptR","2025-04-07"
"3941","dashboardthemes","2020-07-06"
"3942","Dasst","2017-11-13"
"3943","dat","2017-01-07"
"3944","data.table","2006-04-15"
"3945","data.table.threads","2024-10-11"
"3946","data.tree","2015-04-10"
"3947","data.validator","2021-03-01"
"3948","data360r","2017-10-17"
"3949","DatabaseConnector","2018-05-24"
"3950","DatabaseConnectorJars","2018-05-14"
"3951","DatabionicSwarm","2017-08-20"
"3952","DataClean","2016-03-25"
"3953","datacleanr","2020-11-02"
"3954","dataCompare","2024-10-21"
"3955","dataCompareR","2017-07-17"
"3956","datacutr","2023-03-31"
"3957","datadictionary","2022-07-18"
"3958","datadogr","2017-05-31"
"3959","datadriftR","2024-06-13"
"3960","DataEditR","2020-08-12"
"3961","DataExplorer","2016-03-01"
"3962","dataframeexplorer","2020-04-08"
"3963","datafsm","2015-09-08"
"3964","DataGraph","2017-05-05"
"3965","DataLoader","2015-10-15"
"3966","dataMaid","2017-01-02"
"3967","datamedios","2025-02-18"
"3968","dataMeta","2017-04-24"
"3969","DataMetProcess","2024-01-10"
"3970","datamods","2021-02-16"
"3971","dataMojo","2023-02-22"
"3972","datana","2022-11-03"
"3973","datanugget","2020-01-24"
"3974","dataonderivatives","2015-09-10"
"3975","dataone","2013-02-25"
"3976","datapack","2016-03-25"
"3977","datapackage","2025-03-12"
"3978","DataPackageR","2018-08-16"
"3979","datapasta","2016-11-29"
"3980","dataprep","2021-01-11"
